REPORT_NO,STATUS_FLAG,DEPT_CD,DEPT_NM,FLAW_GBN,REPORT_DT,INPUT_DT,PLANT_CD,PROCESS_CD,ITEM_CD,ITEM_GROUP_CD,FLAW_QTY,TYPE_CD,LOSS_MH,BP_CD,PAR_ITEM_CD,OUT_HOGI,ISSUE_DT,REMARK,INIT_QA_YN,REL_DEPT_YN,REL_DEPT_CD,CLAIM_YN,PART_COST,LABOR_COST,CLAIM_AMT,FINAL_CLAIM_AMT,DECIDE_RESULT,FLAW_STATE,ACT_RESULT,REL_DEPT_DT,REL_DEPT_COMMENT,CAP_YN,CAP_ACTION,QA_COMMENT,DECIDE_YN,DECIDE_DT,SIGN_YN,SIGN_DT,FINAL_YN,FINAL_DT,INSRT_USER_ID,INSRT_DT,UPDT_USER_ID,UPDT_DT,REG_DT,BIZ_DT,USE_ITEM_SEQ
QA2601107,P20,SH11610100,품질관리팀,QC,2026-01-12 00:00:00,2026-01-29 00:00:00,SH00,H03,C0020928-X8,CX411,1.00,B,0,2768600824,C0064095,,,,N,Y,SH11231200,N,0.00,860.00,0.00,0.00,,"   SCS1015 고정식 탑시트 상부커버 부적합  - 현상: C0020928-X8 하위 커버(C0020694) 조립 홀 가공 위치 부적합, 센터 맞지 않음  - 원인: 업체 작업자 실수  ",,,,N,,,Y,2026-04-27 11:26:14.630000,,,N,,222009,2026-01-29 15:31:40.183000,222009,2026-04-27 11:26:14.630000,,,0
QA2601108,P20,SH11610100,품질관리팀,QC,2026-01-28 00:00:00,2026-01-29 00:00:00,SA00,A02,JD1000FSS,ZZZZZ,2.00,B,0,1408188166,D490000,85~86,,,N,Y,SH11231200,N,0.00,860.00,0.00,0.00,,에어블럭 V/V BKT M/T TAP 위치맞지않음.-절곡 반대로 됨,업체 방문  M8 TAP 수정완료,,,N,,,Y,2026-04-17 14:07:07.230000,,,N,,499162,2026-01-29 15:34:07.883000,499162,2026-04-17 14:07:07.230000,2026-03-04 09:26:59.800000,,0
QA2601109,P20,SH11610100,품질관리팀,QC,2026-01-29 00:00:00,2026-01-29 00:00:00,SA00,A02,500000V-JD15070,ZZZZZ,2.00,D,0,6098124002,D490000,#85~86,,,N,Y,SH11610100,N,0.00,860.00,0.00,0.00,,리시버탱크 피팅 입고불량. S/K TEE PT1/2로 입고됨. S:PT1'*1/2'*1',재고분 투입완료. 업체 내용전달후 추가분입고요청함,,,N,,,Y,2026-04-17 14:07:31.517000,,,N,,499162,2026-01-29 18:16:26.397000,499162,2026-04-17 14:07:31.517000,2026-03-04 09:26:59.800000,,0
QA2601110,P20,SH11610100,품질관리팀,QC,2026-01-20 00:00:00,2026-01-30 00:00:00,SH00,H03,J17150,CX205,4.00,D,0,6158528073,C0002710,,,,N,Y,SH11610100,N,0.00,860.00,0.00,0.00,," SCS746 고정식 데릭실린더 하도 도장 불량 - 현상: 센더기 작업시 도장 벗겨짐 - 원인: 도장 전처리 불량 확인됨, 업체 신규 작업자 작업 숙달 미숙 ", - 조치: J17150 26EA 전수검사 중 4대 불량확인/  사내 도장반과 협의하여 재도장 실시 완료 업체 재고 확인 요청 → 16EA 재고 이상없음 * 재발방지 대책서 회신 완료,,,N,,,Y,2026-04-27 11:26:20.293000,,,N,,222009,2026-01-30 08:48:05.487000,222009,2026-04-27 11:26:20.293000,,,0
QA2601111,P20,SH11610100,품질관리팀,QC,2026-01-21 00:00:00,2026-01-30 00:00:00,SH00,H03,CX47220001,CX311,1.00,Q,0,1348161390,C0064095,,,,N,Y,SH11420000,N,0.00,860.00,0.00,0.00,,"SCS1505 로타리조인트 홀 가공 위치 부적합  - 현상: 제관물과 조립 센터 맞지 않아 볼트 삽입 불가 - 원인: 연구소 설계 부적합, 공차 계산 실수 1. 프레임 홀간 거리 : 300 ± 0.2 2. 로타리 홀간 거리 : 301.6 ± 0.5 - 조립 불가 케이스 프레임 MAX 300.2 로타리 MIN 301.1 차이: 0.9mm 부족 ", - 조치: 작키로 로타리조인트 볼트 조립부 축소하여 조립완료,,,N,,,Y,2026-04-27 11:26:25.133000,,,N,,222009,2026-01-30 09:14:48.397000,222009,2026-04-27 11:26:25.133000,,,0
QA2601112,P20,SH11610100,품질관리팀,QC,2026-01-29 00:00:00,2026-01-30 00:00:00,SA00,A01,D701602B,ZZZZZ,1.00,B,0,2088702433,D700000,29,,,N,Y,SH11231200,N,0.00,860.00,0.00,0.00,,오가 가이드 (A)와 (B) 조립시 M/T 홀맞지않음-한쪽으로 쏠림.15번 단품 PLATE 취부용접시 변형됨,업체 반출 수정입고완료.-1/31일,,,N,,,Y,2026-04-17 14:08:04.360000,,,N,,499162,2026-01-30 09:18:13.650000,499162,2026-04-17 14:08:04.360000,2026-03-04 09:26:59.800000,,0
QA2601113,P20,SH11610100,품질관리팀,QC,2026-01-30 00:00:00,2026-01-30 00:00:00,SA00,A07,ES17300,ZZZZZ,1.00,O,0,2068638393,WC10000000,65,,,N,Y,SH11610100,N,0.00,860.00,0.00,0.00,,길이센서 내부 소리남.-내부 볼트 풀림으로 흔들면 달그락거림,업체 화물발송 수리입고완료,,,N,,,Y,2026-04-17 14:08:54.167000,,,N,,499162,2026-01-30 09:26:42.713000,499162,2026-04-17 14:08:54.167000,2026-03-04 09:26:59.800000,,0
QA2601114,P20,SH11610100,품질관리팀,QC,2026-01-28 00:00:00,2026-01-30 00:00:00,SH00,H03,J02014,CK201,7.00,A,0,3051448930,J0X000-M,,,,N,Y,SH11231200,N,0.00,860.00,0.00,0.00,,"SKC1200 BASE HOUSING, 상부 THRUST BUSHING 부적합 - 현상:  BASE HOUSING 상부 BUSHING 핀 조립 불가 - 원인: BUSHING 가공 홀 위치 틀어짐 약(1mm)","- 조치: 자재과 재고 전수검사 20개 中 7개 부적합 확인  1. 두리테크 수정 요청, 택배 발송 완료,  2. 수정입고완료",,,N,,,Y,2026-04-27 11:26:30.693000,,,N,,222009,2026-01-30 09:32:52.623000,222009,2026-04-27 11:26:30.693000,,,0
QA2601115,P20,SH11610100,품질관리팀,QC,2026-01-29 00:00:00,2026-01-30 00:00:00,SH00,H03,J07102,CK201,24.00,D,0,6158528073,J0X000-M,,,,N,Y,SH11220000,N,0.00,860.00,0.00,0.00,,"SKC1200 J07102 스윙 튜브 도장 부적합 - 현상 :도장 벗겨짐 - 원인: 업체 도장 부적합, ","- 사내도장반 2대분(8개) 재도장 진행 → 수정 상태 미흡 → 업체 반출 결정  - 조치: 현장 24개, 자재과 60개, 사내재고 84개 전량 반출 완료 (1/30) - 손실공수: 조립반 분해 조립 1H(6대,24개) / 도장반 재도장 2H(2대,8개) / TOTAL: 3H - 업체 확인 결과: 수산 도장반 적갈색 하도 부적합으로 확인, 적갈색 하도 공정 삭제 후, 수산은 상도만 진행하기로 협의 완료 ",,,N,,,Y,2026-04-27 11:26:36.173000,,,N,,222009,2026-01-30 16:50:16.457000,222009,2026-04-27 11:26:36.173000,,,0
QA2601116,P20,SH11610100,품질관리팀,QC,2026-01-30 00:00:00,2026-01-31 00:00:00,SA00,A02,369300V-JD8E1A1,ZZZZZ,1.00,D,60,7318502133,E1D1-0000000-00,335,,클레임,N,Y,SH11610100,N,0.00,860.00,51600.00,0.00,,가이드 오일호스 파손으로 누유.중간부위 터짐-D65 6*210*3810 5/905 ,업체 신규제작 1/31일 입고완료. 재발 방지 대책서 요청함.현장 교체 및 세척작업 공수 패널티처리예정,,,N,,,Y,2026-04-17 14:08:27.593000,,,N,,499162,2026-01-31 08:28:30.053000,499162,2026-04-17 14:08:27.593000,2026-03-04 09:26:59.800000,,0
QA2601117,P20,SH11610100,품질관리팀,QC,2026-01-31 00:00:00,2026-01-31 00:00:00,SA00,A04,A542104B,ZZZZZ,1.00,B,0,3018133096,A540000,127,,,N,Y,SH11231200,N,0.00,860.00,0.00,0.00,,"사내외주(JJ테크) HAED BOOM 하단 12번 단품 PLATE 취부위치불량으로 FRP COVER 조립불가 S:510mm, A:520mm",사내업체(설우기계) M8 TAP 가공수정 조치완료,,,N,,,Y,2026-04-17 14:09:14.357000,,,N,,499162,2026-01-31 10:21:10.487000,499162,2026-04-17 14:09:14.357000,2026-03-04 09:26:59.800000,,0
QA2601118,P20,SH11610100,품질관리팀,QC,2026-01-31 00:00:00,2026-01-31 00:00:00,SA00,A03,M109201A,ZZZZZ,1.00,D,0,6098124002,WC10000000,65~68,,,N,Y,SH11610100,N,0.00,860.00,0.00,0.00,,"DIVERTER V/V FITTING 입고불량. S:PF3/4*PT3/4 HOSE UNION NIPPLE, A:M/F O-ADAPTER ",재고분 선사용함. 업체 내용전달후 입고완료,,,N,,,Y,2026-04-17 14:14:03.463000,,,N,,499162,2026-01-31 10:32:28.447000,499162,2026-04-17 14:14:03.463000,2026-03-04 09:26:59.800000,,0
QA2601119,P20,SH11610100,품질관리팀,QC,2026-01-30 00:00:00,2026-02-02 00:00:00,SH00,H03,C0032996,CX101,1.00,P,0,1248671687,C0025493,,,,N,Y,SH11420000,N,0.00,860.00,0.00,0.00,R03,"- 현상: 후면 POST, BODY 조립, 볼트 공구 삽입 불가 - 원인: 스프링와셔 용접 비드 간 간섭 발생. 설계 시 작업공구 두께 고려 미흡. 여유 틈 부족(1.8mm) - 조치: 태현ENG 용접 비드 사상 수정 완료, 구매팀 특채 진행","태현ENG 용접 비드 사상 수정 완료, 구매팀 특채 진행",,,N,,,Y,2026-04-27 11:26:41.340000,,,N,,222009,2026-02-02 10:50:20.747000,222009,2026-04-27 11:26:41.340000,,,0
QA2602005,P15,SH11610100,품질관리팀,QO,2026-02-02 00:00:00,2026-02-03 00:00:00,SA00,,,DC201,0.00,Y,0,,J8B1-0000000-00,386,,,N,N,,N,0.00,0.00,0.00,0.00,,특이사항 없음,,,,N,,,N,,N,,N,,421030,2026-02-03 16:41:44.920000,421030,2026-02-09 11:10:36.570000,,,
QA2602006,P15,SH11610100,품질관리팀,QO,2026-02-02 00:00:00,2026-02-03 00:00:00,SA00,,,DC201,0.00,Y,0,,J8B1-0000000-00,392,,,N,N,,N,0.00,0.00,0.00,0.00,,특이사항 없음,,,,N,,,N,,N,,N,,421030,2026-02-03 16:41:44.937000,421030,2026-02-09 11:10:42.993000,,,
QA2602007,P15,SH11610100,품질관리팀,QO,2026-02-03 00:00:00,2026-02-03 00:00:00,SA00,,,DC201,0.00,Y,0,,J8B1-0000000-00,393,,,N,N,,N,0.00,0.00,0.00,0.00,,특이사항 없음,,,,N,,,N,,N,,N,,421030,2026-02-03 16:41:44.953000,421030,2026-02-09 11:10:47.387000,,,
QA2602008,P15,SH11610100,품질관리팀,QO,2026-01-29 00:00:00,2026-02-03 00:00:00,SA00,,,DC201,0.00,Y,0,,J8B1-0000000-00,394,,,N,N,,N,0.00,0.00,0.00,0.00,,특이사항 없음,,,,N,,,N,,N,,N,,421030,2026-02-03 16:41:44.970000,421030,2026-02-09 11:11:08.570000,,,
QA2602009,P15,SH11610100,품질관리팀,QO,2026-01-29 00:00:00,2026-02-03 00:00:00,SA00,,,DC102,0.00,Y,0,,D020000,332,,,N,N,,N,0.00,0.00,0.00,0.00,,특이사항 없음,,,,N,,,N,,N,,N,,421030,2026-02-03 16:41:44.983000,421030,2026-02-09 11:11:13.137000,,,
QA2602010,P15,SH11610100,품질관리팀,QO,2026-01-21 00:00:00,2026-02-03 00:00:00,SA00,,,DC201,0.00,Y,0,,J8B1-0000000-00,391,,,N,N,,N,0.00,0.00,0.00,0.00,,특이사항 없음,,,,N,,,N,,N,,N,,421030,2026-02-03 16:41:45,421030,2026-02-09 11:10:51.150000,,,
QA2602011,P15,SH11610100,품질관리팀,QO,2026-02-03 00:00:00,2026-02-03 00:00:00,SA00,,,SD301,1.00,O,0,,D700000,28,,,N,N,,N,0.00,0.00,0.00,0.00,,MCV 하단 누유 흔적 세척 및 확인 필요,,,,N,,,N,,N,,N,,421030,2026-02-03 16:41:45.017000,421030,2026-02-09 11:02:07.550000,,,
QA2602012,P15,SH11610100,품질관리팀,QO,2026-02-03 00:00:00,2026-02-03 00:00:00,SA00,,,SD301,1.00,O,0,,D700000,28,,,N,N,,N,0.00,0.00,0.00,0.00,,스티커 및 명판 작업 누락,,,,N,,,N,,N,,N,,421030,2026-02-03 16:41:45.030000,421030,2026-02-09 11:02:18.760000,,,
QA2602013,P15,SH11610100,품질관리팀,QO,2026-02-03 00:00:00,2026-02-03 00:00:00,SA00,,,SD301,1.00,O,0,,D700000,28,,,N,N,,N,0.00,0.00,0.00,0.00,,ARC 작동 방향 반대로 되어 있음. 수정 필요,,,,N,,,N,,N,,N,,421030,2026-02-03 16:41:45.047000,421030,2026-02-09 11:01:57.033000,,,
QA2602014,P15,SH11610100,품질관리팀,QO,2026-01-07 00:00:00,2026-02-03 00:00:00,SA00,,,DC108,1.00,H,0,,D490000,82,,,N,N,,N,0.00,0.00,0.00,0.00,,작동유 탱크 커버 상단 재 도장 필요,,,,N,,,N,,N,,N,,421030,2026-02-03 16:41:45.063000,421030,2026-02-09 11:02:22.860000,,,
QA2602015,P15,SH11610100,품질관리팀,QO,2026-01-07 00:00:00,2026-02-03 00:00:00,SA00,,,DC108,1.00,D,0,,D490000,82,,,N,N,,N,0.00,0.00,0.00,0.00,,리시버 탱크 압력게이지 측 누유. 테프론 재 작업 필요,,,,N,,,N,,N,,N,,421030,2026-02-03 16:41:45.077000,421030,2026-02-09 11:02:13.420000,,,
QA2602016,P15,SH11610100,품질관리팀,QO,2026-01-06 00:00:00,2026-02-03 00:00:00,SA00,,,DC102,0.00,Y,0,,D020000,334,,,N,N,,N,0.00,0.00,0.00,0.00,,특이사항 없음,,,,N,,,N,,N,,N,,421030,2026-02-03 16:41:45.093000,421030,2026-02-09 11:11:19.087000,,,
QA2602017,P15,SH11610100,품질관리팀,QO,2026-01-05 00:00:00,2026-02-03 00:00:00,SA00,,,DC303,0.00,Y,0,,D580000,100,,,N,N,,N,0.00,0.00,0.00,0.00,,특이사항 없음,,,,N,,,N,,N,,N,,421030,2026-02-03 16:41:45.110000,421030,2026-02-09 11:11:24.117000,,,
QA2602018,P15,SH11610100,품질관리팀,QO,2026-01-05 00:00:00,2026-02-03 00:00:00,SA00,,,DC201,0.00,Y,0,,J8B1-0000000-00,387,,,N,N,,N,0.00,0.00,0.00,0.00,,특이사항 없음,,,,N,,,N,,N,,N,,421030,2026-02-03 16:41:45.123000,421030,2026-02-09 11:11:30.190000,,,
QA2602019,P15,SH11610100,품질관리팀,QO,2026-01-05 00:00:00,2026-02-03 00:00:00,SA00,,,DC201,0.00,Y,0,,J8B1-0000000-00,390,,,N,N,,N,0.00,0.00,0.00,0.00,,특이사항 없음,,,,N,,,N,,N,,N,,421030,2026-02-03 16:41:45.140000,421030,2026-02-09 11:11:37.120000,,,
QA2602020,P20,SH22101000,생산팀(특장),QC,2026-02-02 00:00:00,2026-02-02 00:00:00,SA00,A01,P021406,ZZZZZ,1.00,P,0,1188121509,P020000,1,,개발 장비 건,,Y,SH24101000,N,0.00,0.00,0.00,0.00,,CAC PIPE 배관 불량,"CAC PIPE 도면확인 이상무.프레임 제관물,라디에터,라디에터 COVER 제관공차,조립공차로 인해 CAC PIPE 길이,각도 편차발생으로 천공기 개발팀과 가조립후 CAC PIPE 도면수정 업체반출 조치완료",,,N,,CAC PIPE M/T HOLE 슬롯타입으로 XXX XXX,Y,2026-04-17 14:13:07.060000,,,N,,421029,2026-02-04 10:27:31.560000,499162,2026-04-17 14:13:07.060000,2026-02-10 08:28:54.160000,,
QA2602021,P20,SH22101000,생산팀(특장),QC,2026-02-02 00:00:00,2026-02-02 00:00:00,SA00,A03,M105300B,ZZZZZ,1.00,A,0,1240395293,WC10000000,64,,클레임-재도장비용,,Y,SH11610100,N,0.00,0.00,0.00,0.00,,하부 조작 OPERRATION LINK PIN HOLE 누락,"신규제작 입고완료, 재도장 비용 패널티처리예정",,,N,,,Y,2026-04-17 14:16:11.570000,,,N,,421029,2026-02-04 10:30:20.080000,499162,2026-04-17 14:16:11.570000,2026-02-07 08:58:41.343000,,
QA2602022,P20,SH22101000,생산팀(특장),QC,2026-02-02 00:00:00,2026-02-02 00:00:00,SA00,A03,ES21900,ZZZZZ,1.00,I,0,6038139467,WC10000000,61,,,N,Y,SH22101000,N,0.00,0.00,0.00,0.00,,"데릭실린더 rod부 압력센서 파손, 3라인 실린더 조립중 파손추정",생산팀 손망실보고서 작성 및 자재팀 부품 por진행 수급 요청후 교체완료,,,N,,,Y,2026-04-17 14:14:32.337000,,,N,,421029,2026-02-04 10:33:19.880000,499162,2026-04-17 14:14:32.337000,2026-02-07 08:58:41.343000,,
QA2602023,P20,SH22101000,생산팀(특장),QC,2026-02-03 00:00:00,2026-02-03 00:00:00,SA00,A07,6330015-011024M,ZZZZZ,1.00,E,0,1013293521,D020000,336,,,,Y,SH11610100,N,0.00,0.00,0.00,0.00,,평형혼 소리갈라짐,재고분 선투입완료.업체 교체품 입고완료,,,N,,,Y,2026-04-17 14:13:33.100000,,,N,,421029,2026-02-04 10:35:42.923000,499162,2026-04-17 14:13:33.100000,2026-02-10 08:28:54.160000,,
QA2602024,P20,SH22101000,생산팀(특장),QC,2026-02-02 00:00:00,2026-02-06 00:00:00,SA00,A02,D6J1-1000000-00,ZZZZZ,1.00,A,0,1248131958,E1D1-0000000-00,336,,,,Y,SH22101000,N,0.00,0.00,0.00,0.00,,가이드(센트럴라이즈)측 STEEL PLATE 모서리 절단 불량,플라즈마 절단 불량으로 자작제관 용접 수정작업완료,,,N,,,Y,2026-04-17 14:15:46.243000,,,N,,422001,2026-02-06 11:24:53.313000,499162,2026-04-17 14:15:46.243000,2026-02-06 16:43:10.020000,,
QA2602025,P20,SH22101000,생산팀(특장),QC,2026-02-02 00:00:00,2026-02-07 00:00:00,SA00,A02,DR02300,DC101,1.00,D,60,1398106150,T1D1-0000000-00,389,,클레임,,Y,SH11610100,N,0.00,0.00,0.00,0.00,,ARC밸브 막음처리 플러그 측 누유,ROD CHANGER BLOCK(DR02300) CK1 PT1/4 가공시 깊이 TAP 가공불량으로 플러그 현장 재고분 교체후 누유없음 확인.점검 및 조치공수 업체 내용전달후 패널티처리예정. 구매팀 특채처리 요청함,,,N,,,Y,2026-04-17 14:18:18.717000,,,N,,422001,2026-02-07 10:27:48.393000,499162,2026-04-17 14:18:18.717000,2026-02-10 08:28:54.160000,,
QA2602026,P20,SH22101000,생산팀(특장),QC,2026-02-03 00:00:00,2026-02-09 00:00:00,SA00,A02,D493300M,ZZZZZ,1.00,B,0,3128180264,D490000,85,,,,Y,SH11231200,N,0.00,0.00,0.00,0.00,,본넷 상부 커버 고정 BKT 1EA 취부누락,업체 고정 BKT 제작후 방문수정조치완료,,,N,,,Y,2026-04-18 08:58:31.497000,,,N,,422001,2026-02-09 08:50:23.320000,499162,2026-04-18 08:58:31.497000,2026-02-10 08:28:54.160000,,
QA2602027,P20,SH22101000,생산팀(특장),QC,2026-02-03 00:00:00,2026-02-09 00:00:00,SA00,A01,A043101C,ZZZZZ,1.00,Q,0,1248131958,A060000,32,,,,Y,SH24103000,N,0.00,0.00,0.00,0.00,,"주행모터 M/T BOLT 간섭, M/T 가공면이 C 누락으로 주행모터가  한쪽 공간 발생","도면상 프레임 C처리 누락이며 주행모터는 R2값이 되어있어 모터조립시 틈새발생됩니다. 현장 수정 진행 완료 및 설계팀 담당자분 도면C처리 표기수정 설변 진행 요청, 전기종 확인",,,N,,,Y,2026-04-18 08:58:57.117000,,,N,,422001,2026-02-09 08:55:20.683000,499162,2026-04-18 08:58:57.117000,2026-02-10 08:28:54.160000,,
QA2602028,P20,SH22101000,생산팀(특장),QC,2026-02-03 00:00:00,2026-02-09 00:00:00,SA00,A07,A548403,ZZZZZ,2.00,E,0,1308687694,A540000,127~128,,클레임,,Y,SH11231200,N,0.00,0.00,0.00,0.00,,LOW전기박스 선회각도 리셋 스위치 접점방향 반대로 연결됨,공정 셋팅작업지연으로 현장수정조칭함. 업체(한경전자) 작업불량 내용전달완료.작업공수 패널티처리예정,,,N,,XXX XXX 59 XXX XXX XXX XXX XXX XXX XXX 임.,Y,2026-04-18 09:06:23.763000,,,N,,422001,2026-02-09 09:53:40.230000,499162,2026-04-18 09:06:23.763000,2026-02-10 08:28:54.160000,,
QA2602029,P20,SH22101000,생산팀(특장),QC,2026-02-03 00:00:00,2026-02-09 00:00:00,SA00,A07,EE14600 ,ZZZZZ,1.00,E,0,1668601996,WC10000000,61,,,,Y,SH11610100,N,0.00,0.00,0.00,0.00,,후방감지센서 분배기 접속부 배선단락발생,업체(에이블텍) 품번 EE14600 불량내용전달완료했으며 추후호기 납품전 확인요청. #61는 현장조치완료,,,N,,,Y,2026-04-18 09:07:11.407000,,,N,,422001,2026-02-09 10:02:40.210000,499162,2026-04-18 09:07:11.407000,2026-02-10 08:28:54.160000,,
QA2602030,P20,SH11610100,품질관리팀,QO,2026-01-07 00:00:00,2026-01-07 00:00:00,SH00,H01,,CX104,0.00,Y,0,,C0028763,68,2026-01-07 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:26:57.153000,N,,N,,222009,2026-02-09 16:40:22.290000,222009,2026-04-27 11:26:57.153000,,,
QA2602031,P20,SH11610100,품질관리팀,QO,2026-01-07 00:00:00,2026-02-09 00:00:00,SH00,H01,,CX301,0.00,Y,0,,F31001,21177,2026-01-07 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:28:32.603000,N,,N,,222009,2026-02-09 16:40:22.307000,222009,2026-04-27 11:28:32.603000,,,
QA2602033,P15,SH11610100,품질관리팀,QO,2025-01-08 00:00:00,2026-02-09 00:00:00,SH00,H03,,CX319,0.00,,0,,CX50010001,9,2026-01-08 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,N,,N,,N,,222009,2026-02-09 16:40:22.337000,222009,2026-02-09 17:41:49.783000,,,
QA2602034,P20,SH11610100,품질관리팀,QO,2026-01-09 00:00:00,2026-02-09 00:00:00,SH00,H01,,CX205,0.00,Y,0,,J11000,4659,2026-01-09 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:28:37.497000,N,,N,,222009,2026-02-09 16:40:22.353000,222009,2026-04-27 11:28:37.497000,,,
QA2602035,P20,SH11610100,품질관리팀,QO,2026-01-09 00:00:00,2026-02-09 00:00:00,SH00,H01,,CX205,0.00,Y,0,,J11000,4660,2026-01-09 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:28:42.107000,N,,N,,222009,2026-02-09 16:40:22.370000,222009,2026-04-27 11:28:42.107000,,,
QA2602036,P20,SH11610100,품질관리팀,QO,2026-01-09 00:00:00,2026-02-09 00:00:00,SH00,H03,,CX205,0.00,Y,0,,C0002710,4894,2026-01-09 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:28:49.183000,N,,N,,222009,2026-02-09 16:40:22.383000,222009,2026-04-27 11:28:49.183000,,,
QA2602037,P20,SH11610100,품질관리팀,QO,2026-01-09 00:00:00,2026-02-09 00:00:00,SH00,H03,,CX205,0.00,Y,0,,J11T20,51,2026-01-09 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:28:53.997000,N,,N,,222009,2026-02-09 16:40:22.400000,222009,2026-04-27 11:28:53.997000,,,
QA2602038,P20,SH11610100,품질관리팀,QO,2026-01-09 00:00:00,2026-02-09 00:00:00,SH00,H03,,CX205,0.00,Y,0,,J11S20,121,2026-01-09 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:28:59.253000,N,,N,,222009,2026-02-09 16:40:22.417000,222009,2026-04-27 11:28:59.253000,,,
QA2602039,P20,SH11610100,품질관리팀,QO,2026-01-09 00:00:00,2026-02-09 00:00:00,SH00,H01,,CX319,0.00,Y,0,,CX50100001,11,2026-01-09 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:29:05.400000,N,,N,,222009,2026-02-09 16:40:22.430000,222009,2026-04-27 11:29:05.400000,,,
QA2602040,P20,SH11610100,품질관리팀,QO,2026-01-12 00:00:00,2026-02-09 00:00:00,SH00,H01,,CX301,0.00,Y,0,,F31001,21178,2026-01-07 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:29:12.117000,N,,N,,222009,2026-02-09 16:40:22.447000,222009,2026-04-27 11:29:12.117000,,,
QA2602041,P20,SH11610100,품질관리팀,QO,2026-01-09 00:00:00,2026-02-09 00:00:00,SH00,H01,,CX205,0.00,Y,0,,J11000,4661,2026-01-09 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:29:18.020000,N,,N,,222009,2026-02-09 16:40:22.463000,222009,2026-04-27 11:29:18.020000,,,
QA2602042,P20,SH11610100,품질관리팀,QO,2026-01-12 00:00:00,2026-02-09 00:00:00,SH00,H03,,CX205,0.00,Y,0,,C0029578,4857,2026-01-12 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:29:23.700000,N,,N,,222009,2026-02-09 16:40:22.477000,222009,2026-04-27 11:29:23.700000,,,
QA2602043,P20,SH11610100,품질관리팀,QO,2026-01-12 00:00:00,2026-02-09 00:00:00,SH00,H03,,CX301,0.00,Y,0,,M0001015,1142,2026-01-12 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:29:27.900000,N,,N,,222009,2026-02-09 16:40:22.493000,222009,2026-04-27 11:29:27.900000,,,
QA2602044,P20,SH11610100,품질관리팀,QO,2026-01-13 00:00:00,2026-02-09 00:00:00,SH00,H03,,CX301,0.00,Y,0,,M0001015,1143,2026-01-13 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:29:32.517000,N,,N,,222009,2026-02-09 16:40:22.510000,222009,2026-04-27 11:29:32.517000,,,
QA2602045,P20,SH11610100,품질관리팀,QO,2026-01-13 00:00:00,2026-02-09 00:00:00,SH00,H01,,CX301,0.00,Y,0,,F31001,21181,2026-01-13 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:29:36.683000,N,,N,,222009,2026-02-09 16:40:22.523000,222009,2026-04-27 11:29:36.683000,,,
QA2602046,P20,SH11610100,품질관리팀,QO,2026-01-13 00:00:00,2026-02-09 00:00:00,SH00,H01,,CX301,0.00,Y,0,,F31001,21182,2026-01-13 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:29:41.177000,N,,N,,222009,2026-02-09 16:40:22.540000,222009,2026-04-27 11:29:41.177000,,,
QA2602047,P20,SH11610100,품질관리팀,QO,2026-01-14 00:00:00,2026-02-09 00:00:00,SH00,H01,,CX205,0.00,Y,0,,J11000,4657,2026-01-14 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:29:46.440000,N,,N,,222009,2026-02-09 16:40:22.557000,222009,2026-04-27 11:29:46.440000,,,
QA2602048,P20,SH11610100,품질관리팀,QO,2026-01-16 00:00:00,2026-02-09 00:00:00,SH00,H03,,CX301,0.00,Y,0,,C0020614,1141,2026-01-16 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:29:56.060000,N,,N,,222009,2026-02-09 16:40:22.570000,222009,2026-04-27 11:29:56.060000,,,
